MANDT,WERKS,MATNR,BUDAT,MENGE,NETWR,WAERS
100,S05,TIRE-0021,2024-06-05,15,1016.31,CAD
100,S04,LUBE-0034,2024-06-05,12,6445.16,CAD
100,S05,SEED-0004,2024-06-05,49,17504.6,CAD
100,S04,FUEL-0046,2024-06-05,20,2383.23,CAD
100,S01,FEED-0040,2024-06-06,27,9690.86,CAD
100,S06,HDWR-0059,2024-06-06,19,4491.85,CAD
100,S04,SEED-0041,2024-06-06,23,3120.5,CAD
100,S05,SEED-0042,2024-06-06,39,18132.03,CAD
100,S03,LUBE-0027,2024-06-06,22,2911.42,CAD
100,S02,SEED-0056,2024-06-06,41,3779.51,CAD
100,S03,SEED-0007,2024-06-06,17,2465.43,CAD
100,S02,HDWR-0052,2024-06-06,5,2604.44,CAD
100,S01,FEED-0075,2024-06-06,8,2455.2,CAD
100,S05,LUBE-0039,2024-06-06,18,7396.08,CAD
100,S06,SEED-0056,2024-06-07,21,1885.06,CAD
100,S01,TIRE-0024,2024-06-07,12,5310.99,CAD
100,S03,HDWR-0060,2024-06-07,25,7577.73,CAD
100,S02,LUBE-0031,2024-06-07,19,9278.5,CAD
100,S01,LUBE-0031,2024-06-07,18,8905.48,CAD
100,S04,FEED-0040,2024-06-07,30,11266.55,CAD
100,S04,SEED-0056,2024-06-08,26,2172.5,CAD
100,S01,HDWR-0018,2024-06-08,16,928.69,CAD
100,S01,TIRE-0008,2024-06-08,15,4389.21,CAD
100,S03,HDWR-0053,2024-06-09,23,4921.85,CAD
100,S01,LUBE-0031,2024-06-09,26,12119.37,CAD
100,S04,FEED-0033,2024-06-09,25,10216.9,CAD
100,S05,LUBE-0031,2024-06-10,27,11759.41,CAD
100,S04,LUBE-0031,2024-06-10,18,7577.15,CAD
100,S04,LUBE-0036,2024-06-10,21,2088.94,CAD
100,S03,FUEL-0015,2024-06-10,20,3224.82,CAD
100,S06,TIRE-0061,2024-06-10,18,9153.79,CAD
100,S06,TIRE-0061,2024-06-10,23,10445.8,CAD
100,S06,SEED-0007,2024-06-10,32,4551.81,CAD
100,S04,LUBE-0002,2024-06-10,16,2821.97,CAD
100,S02,LUBE-0039,2024-06-11,33,13750.96,CAD
100,S04,TIRE-0021,2024-06-11,8,663.73,CAD
100,S01,HDWR-0053,2024-06-11,7,1340.49,CAD
100,S04,HDWR-0011,2024-06-11,10,1406.03,CAD
100,S04,FUEL-0046,2024-06-11,8,1022.36,CAD
100,S06,SEED-0007,2024-06-11,16,2120.06,CAD
100,S01,HDWR-0011,2024-06-11,22,3193.84,CAD
100,S06,SEED-0062,2024-06-12,10,3367.29,CAD
100,S03,TIRE-0076,2024-06-12,19,9318.58,CAD
100,S01,HDWR-0022,2024-06-12,17,869.88,CAD
100,S05,SEED-0055,2024-06-12,28,11200.22,CAD
100,S02,LUBE-0027,2024-06-12,10,1488.18,CAD
100,S02,LUBE-0034,2024-06-13,6,2961.5,CAD
100,S04,LUBE-0002,2024-06-13,22,3654.92,CAD
100,S01,TIRE-0008,2024-06-13,12,3809.21,CAD
100,S04,LUBE-0031,2024-06-13,37,18972.14,CAD
100,S06,FUEL-0051,2024-06-13,18,7124.86,CAD
100,S03,TIRE-0064,2024-06-13,19,8659.11,CAD
100,S06,SEED-0041,2024-06-14,22,2617.13,CAD
100,S02,HDWR-0006,2024-06-14,17,465.99,CAD
100,S05,SEED-0020,2024-06-14,38,16506.49,CAD
100,S02,SEED-0007,2024-06-14,15,1726.46,CAD
100,S02,HDWR-0030,2024-06-14,23,3872.61,CAD
100,S01,SEED-0056,2024-06-14,30,3147.39,CAD
100,S02,TIRE-0024,2024-06-14,20,10363.95,CAD
100,S05,LUBE-0001,2024-06-15,14,1052.88,CAD
100,S04,TIRE-0024,2024-06-15,22,10656.79,CAD
100,S03,SEED-0013,2024-06-15,24,8690.46,CAD
100,S03,FEED-0014,2024-06-16,36,12508.97,CAD
100,S04,HDWR-0011,2024-06-16,22,2790.29,CAD
100,S05,LUBE-0035,2024-06-16,9,456.97,CAD
100,S01,HDWR-0043,2024-06-16,8,1170.77,CAD
100,S03,LUBE-0037,2024-06-17,28,4289.66,CAD
100,S02,FEED-0033,2024-06-17,24,8226.2,CAD
100,S02,SEED-0078,2024-06-17,25,1693.4,CAD
100,S04,HDWR-0058,2024-06-17,20,6553.68,CAD
100,S06,SEED-0056,2024-06-17,37,3343.72,CAD
100,S05,HDWR-0006,2024-06-17,13,329.2,CAD
100,S05,TIRE-0064,2024-06-18,12,4663.87,CAD
100,S06,FUEL-0017,2024-06-18,29,1901.23,CAD
100,S05,HDWR-0038,2024-06-18,10,1868.85,CAD
100,S01,LUBE-0010,2024-06-18,9,3390.63,CAD
100,S06,HDWR-0060,2024-06-18,17,5299.32,CAD
100,S01,FEED-0003,2024-06-18,40,3632.3,CAD
100,S02,HDWR-0060,2024-06-18,21,5392.85,CAD
100,S06,FEED-0054,2024-06-18,7,1871.95,CAD
100,S06,TIRE-0076,2024-06-18,7,3636.99,CAD
100,S06,HDWR-0011,2024-06-18,23,3096.61,CAD
100,S05,SEED-0056,2024-06-18,27,2158.49,CAD
100,S01,FUEL-0051,2024-06-19,28,11367.23,CAD
100,S06,HDWR-0052,2024-06-19,18,9983.52,CAD
100,S06,SEED-0078,2024-06-19,13,1034.09,CAD
100,S01,FUEL-0025,2024-06-19,20,6657.7,CAD
100,S06,SEED-0056,2024-06-19,44,4462.15,CAD
100,S02,FUEL-0069,2024-06-19,28,13418.03,CAD
100,S02,FUEL-0015,2024-06-19,24,4247.22,CAD
100,S05,HDWR-0058,2024-06-19,20,6126.56,CAD
100,S05,HDWR-0038,2024-06-19,21,4280.06,CAD
100,S06,FEED-0014,2024-06-19,18,7583.69,CAD
100,S04,SEED-0056,2024-06-20,39,3693.68,CAD
100,S03,SEED-0071,2024-06-20,13,5401.94,CAD
100,S06,HDWR-0030,2024-06-20,1,139.91,CAD
100,S04,FEED-0003,2024-06-20,16,1274.62,CAD
100,S04,FUEL-0015,2024-06-20,10,1569.46,CAD
100,S01,SEED-0056,2024-06-20,17,1421.34,CAD
100,S06,LUBE-0037,2024-06-21,17,2158.7,CAD
100,S02,LUBE-0026,2024-06-21,7,343.38,CAD
100,S04,SEED-0013,2024-06-21,41,15834.14,CAD
100,S01,FUEL-0072,2024-06-21,15,7874.48,CAD
100,S03,LUBE-0034,2024-06-21,16,9008.69,CAD
100,S01,LUBE-0065,2024-06-21,14,2925.42,CAD
100,S05,FUEL-0015,2024-06-21,19,3013.83,CAD
100,S03,FEED-0044,2024-06-21,43,23079.46,CAD
100,S05,FEED-0014,2024-06-21,1,395.99,CAD
100,S04,LUBE-0065,2024-06-22,22,4509.95,CAD
100,S04,FEED-0057,2024-06-22,34,15879.56,CAD
100,S02,LUBE-0001,2024-06-22,22,1449.7,CAD
100,S01,HDWR-0022,2024-06-23,11,541.22,CAD
100,S02,HDWR-0030,2024-06-23,20,3105.77,CAD
100,S05,HDWR-0059,2024-06-23,11,2555.55,CAD
100,S01,HDWR-0047,2024-06-24,6,1414.18,CAD
100,S01,HDWR-0067,2024-06-24,22,236.41,CAD
100,S04,HDWR-0038,2024-06-24,15,3117.66,CAD
100,S05,LUBE-0036,2024-06-24,14,1390.87,CAD
100,S02,HDWR-0052,2024-06-24,9,4887.89,CAD
100,S01,HDWR-0011,2024-06-24,11,1498.78,CAD
100,S03,FEED-0070,2024-06-25,31,8296.54,CAD
100,S06,FUEL-0015,2024-06-25,24,3955.76,CAD
100,S01,FUEL-0046,2024-06-25,20,2174.3,CAD
100,S02,FEED-0044,2024-06-25,33,17876.52,CAD
100,S03,HDWR-0030,2024-06-25,1,150.43,CAD
100,S05,HDWR-0067,2024-06-25,22,263.74,CAD
100,S04,SEED-0055,2024-06-25,46,16887.87,CAD
100,S04,TIRE-0008,2024-06-26,24,7869.05,CAD
100,S06,LUBE-0048,2024-06-26,12,3096.33,CAD
100,S05,TIRE-0076,2024-06-26,11,5164.2,CAD
100,S04,SEED-0055,2024-06-26,27,11797.02,CAD
100,S06,SEED-0063,2024-06-26,49,16588.15,CAD
100,S01,LUBE-0048,2024-06-26,12,2751.24,CAD
100,S03,FEED-0074,2024-06-26,21,3860.77,CAD
100,S03,LUBE-0048,2024-06-26,23,5868.83,CAD
100,S04,TIRE-0076,2024-06-26,32,17806.98,CAD
100,S05,FEED-0016,2024-06-27,15,7667.12,CAD
100,S04,HDWR-0059,2024-06-27,16,3653.65,CAD
100,S05,TIRE-0012,2024-06-27,14,2333.16,CAD
100,S04,HDWR-0053,2024-06-27,18,3718.82,CAD
100,S02,FUEL-0069,2024-06-27,9,5390.37,CAD
100,S02,LUBE-0027,2024-06-28,24,3249.0,CAD
100,S05,HDWR-0011,2024-06-28,6,793.6,CAD
100,S05,HDWR-0052,2024-06-28,31,13218.8,CAD
100,S02,SEED-0056,2024-06-28,35,3153.07,CAD
100,S05,SEED-0013,2024-06-28,36,13626.55,CAD
100,S02,FUEL-0019,2024-06-28,17,5370.38,CAD
100,S06,HDWR-0053,2024-06-28,21,3896.93,CAD
100,S03,FUEL-0079,2024-06-28,22,9990.94,CAD
100,S04,FUEL-0019,2024-06-28,28,10362.42,CAD
100,S04,LUBE-0034,2024-06-28,32,14352.78,CAD
100,S05,LUBE-0031,2024-06-28,12,5616.43,CAD
100,S05,TIRE-0064,2024-06-28,18,6634.64,CAD
100,S05,HDWR-0060,2024-06-28,11,3148.64,CAD
100,S01,SEED-0062,2024-06-29,21,8711.63,CAD
100,S03,FUEL-0019,2024-06-29,13,4032.71,CAD
100,S05,SEED-0055,2024-06-30,27,11060.43,CAD
100,S04,LUBE-0001,2024-06-30,27,1970.98,CAD
100,S01,HDWR-0022,2024-06-30,15,693.05,CAD
100,S06,TIRE-0045,2024-06-30,23,10157.12,CAD
100,S03,TIRE-0009,2024-07-01,22,2279.52,CAD
100,S06,FEED-0003,2024-07-01,22,1683.03,CAD
100,S04,FUEL-0023,2024-07-01,17,7848.0,CAD
100,S01,FUEL-0069,2024-07-01,28,14640.79,CAD
100,S04,FUEL-0046,2024-07-02,23,3014.4,CAD
100,S01,LUBE-0002,2024-07-02,28,4370.06,CAD
100,S06,LUBE-0036,2024-07-02,19,2165.49,CAD
100,S02,FUEL-0046,2024-07-02,26,3055.16,CAD
100,S02,LUBE-0001,2024-07-02,19,1509.03,CAD
100,S05,HDWR-0022,2024-07-02,21,1011.14,CAD
100,S02,TIRE-0076,2024-07-02,9,4829.07,CAD
100,S02,LUBE-0036,2024-07-02,6,671.34,CAD
100,S06,FEED-0003,2024-07-03,12,1072.76,CAD
100,S06,SEED-0055,2024-07-03,11,5014.68,CAD
100,S04,SEED-0042,2024-07-03,8,3869.53,CAD
100,S03,HDWR-0053,2024-07-03,24,4896.76,CAD
100,S01,HDWR-0067,2024-07-03,23,308.95,CAD
100,S04,LUBE-0036,2024-07-03,12,1188.08,CAD
100,S01,HDWR-0043,2024-07-03,16,2719.87,CAD
100,S02,LUBE-0010,2024-07-03,17,6011.72,CAD
100,S03,HDWR-0043,2024-07-03,27,3609.75,CAD
100,S01,SEED-0056,2024-07-03,19,1797.88,CAD
100,S01,FEED-0044,2024-07-03,12,6527.52,CAD
100,S01,HDWR-0011,2024-07-04,23,3273.9,CAD
100,S04,TIRE-0008,2024-07-04,27,8817.03,CAD
100,S06,FEED-0014,2024-07-04,19,6403.82,CAD
100,S03,SEED-0007,2024-07-04,19,2501.27,CAD
100,S02,HDWR-0053,2024-07-04,12,2698.88,CAD
100,S05,SEED-0055,2024-07-04,11,4717.93,CAD
100,S06,FEED-0044,2024-07-04,26,12821.15,CAD
100,S05,HDWR-0043,2024-07-04,13,1829.17,CAD
100,S01,FEED-0014,2024-07-04,14,5811.69,CAD
100,S05,FUEL-0025,2024-07-04,16,4584.41,CAD
100,S03,FUEL-0066,2024-07-05,13,3268.16,CAD
100,S01,HDWR-0018,2024-07-05,24,1311.22,CAD
100,S05,FEED-0040,2024-07-05,1,403.64,CAD
100,S05,FEED-0040,2024-07-05,22,9180.68,CAD
100,S01,LUBE-0048,2024-07-05,22,5663.22,CAD
100,S01,FUEL-0072,2024-07-05,22,9927.43,CAD
100,S06,LUBE-0026,2024-07-05,28,1275.87,CAD
100,S05,HDWR-0060,2024-07-05,13,3889.31,CAD
100,S05,HDWR-0043,2024-07-05,5,726.34,CAD
100,S02,HDWR-0043,2024-07-05,29,4967.37,CAD
100,S02,FUEL-0049,2024-07-06,7,514.87,CAD
100,S01,LUBE-0002,2024-07-06,25,3787.42,CAD
100,S01,HDWR-0047,2024-07-07,23,5785.88,CAD
100,S02,LUBE-0026,2024-07-07,16,712.27,CAD
100,S03,FUEL-0023,2024-07-07,22,10964.27,CAD
100,S02,FEED-0032,2024-07-07,17,3313.27,CAD
100,S01,SEED-0013,2024-07-07,19,8646.46,CAD
100,S04,HDWR-0018,2024-07-08,9,534.79,CAD
100,S03,LUBE-0027,2024-07-08,5,654.25,CAD
100,S03,LUBE-0048,2024-07-08,9,2610.09,CAD
100,S04,FUEL-0080,2024-07-08,3,459.52,CAD
100,S02,FUEL-0019,2024-07-08,19,6127.58,CAD
100,S03,LUBE-0048,2024-07-08,13,3421.95,CAD
100,S03,SEED-0020,2024-07-08,16,6028.93,CAD
100,S05,FUEL-0017,2024-07-08,27,1987.0,CAD
100,S04,FUEL-0066,2024-07-08,18,4389.71,CAD
100,S02,HDWR-0060,2024-07-08,7,1955.12,CAD
100,S05,LUBE-0048,2024-07-09,14,3581.14,CAD
100,S05,LUBE-0035,2024-07-09,7,331.18,CAD
100,S02,HDWR-0058,2024-07-09,14,4484.59,CAD
100,S04,FEED-0040,2024-07-09,22,9296.18,CAD
100,S03,LUBE-0048,2024-07-09,12,3117.01,CAD
100,S01,HDWR-0018,2024-07-09,15,863.36,CAD
100,S04,HDWR-0006,2024-07-09,26,715.26,CAD
100,S04,FEED-0044,2024-07-09,9,4330.33,CAD
100,S03,TIRE-0064,2024-07-09,20,7732.71,CAD
100,S02,FEED-0057,2024-07-09,15,7244.47,CAD
100,S05,HDWR-0038,2024-07-09,20,4287.97,CAD
100,S03,LUBE-0010,2024-07-09,2,673.35,CAD
100,S03,LUBE-0026,2024-07-10,20,901.09,CAD
100,S06,FUEL-0025,2024-07-10,14,4914.74,CAD
100,S01,LUBE-0034,2024-07-10,18,8825.79,CAD
100,S04,HDWR-0052,2024-07-10,12,6420.69,CAD
100,S04,SEED-0020,2024-07-10,16,5935.6,CAD
100,S04,SEED-0071,2024-07-10,20,10120.3,CAD
100,S05,HDWR-0058,2024-07-10,21,7643.45,CAD
100,S06,FEED-0040,2024-07-10,16,5214.05,CAD
100,S02,TIRE-0005,2024-07-11,26,1339.08,CAD
100,S05,HDWR-0043,2024-07-11,11,1742.36,CAD
100,S04,LUBE-0027,2024-07-11,24,3156.76,CAD
100,S05,HDWR-0043,2024-07-11,20,3469.55,CAD
100,S06,TIRE-0005,2024-07-11,19,1113.34,CAD
100,S02,SEED-0004,2024-07-11,20,7221.18,CAD
100,S02,LUBE-0027,2024-07-11,32,3993.43,CAD
100,S01,LUBE-0068,2024-07-11,11,4560.37,CAD
100,S02,FUEL-0015,2024-07-12,10,1402.1,CAD
100,S03,LUBE-0027,2024-07-12,7,920.72,CAD
100,S06,LUBE-0065,2024-07-12,15,2494.87,CAD
100,S04,TIRE-0009,2024-07-12,12,1443.48,CAD
100,S05,FEED-0032,2024-07-12,12,2497.69,CAD
100,S05,HDWR-0060,2024-07-12,25,6407.5,CAD
100,S03,TIRE-0012,2024-07-12,8,1221.04,CAD
100,S05,FUEL-0051,2024-07-12,24,9620.27,CAD
100,S05,FUEL-0023,2024-07-12,5,2419.94,CAD
100,S04,HDWR-0059,2024-07-12,21,4596.49,CAD
100,S06,FUEL-0051,2024-07-12,15,6917.48,CAD
100,S02,LUBE-0031,2024-07-13,16,6892.79,CAD
100,S03,FEED-0016,2024-07-13,12,5540.89,CAD
100,S05,FEED-0014,2024-07-13,16,6065.56,CAD
100,S02,FEED-0033,2024-07-14,10,3699.63,CAD
100,S01,HDWR-0060,2024-07-14,27,8481.2,CAD
100,S03,FUEL-0049,2024-07-14,22,2001.81,CAD
100,S06,FEED-0032,2024-07-15,16,3754.67,CAD
100,S04,HDWR-0018,2024-07-15,23,1300.2,CAD
100,S05,FEED-0003,2024-07-15,5,378.59,CAD
100,S01,HDWR-0038,2024-07-15,11,2075.16,CAD
100,S04,SEED-0020,2024-07-15,13,4543.7,CAD
100,S06,LUBE-0050,2024-07-15,17,4562.72,CAD
100,S01,FEED-0054,2024-07-15,19,6111.95,CAD
100,S02,FEED-0044,2024-07-16,15,8443.87,CAD
100,S06,SEED-0013,2024-07-16,14,5298.77,CAD
100,S01,HDWR-0022,2024-07-16,15,751.39,CAD
100,S06,FUEL-0072,2024-07-16,19,8009.47,CAD
100,S04,FEED-0070,2024-07-16,19,4938.71,CAD
100,S01,FUEL-0023,2024-07-16,16,7076.84,CAD
100,S01,SEED-0041,2024-07-16,10,1170.87,CAD
100,S01,LUBE-0048,2024-07-16,22,5325.9,CAD
100,S04,TIRE-0077,2024-07-16,20,4172.66,CAD
100,S04,HDWR-0058,2024-07-17,18,5955.18,CAD
100,S05,FEED-0003,2024-07-17,15,1368.63,CAD
100,S03,FEED-0016,2024-07-17,16,7774.92,CAD
100,S01,HDWR-0011,2024-07-17,25,2889.3,CAD
100,S03,TIRE-0064,2024-07-17,20,8575.92,CAD
100,S06,FEED-0057,2024-07-17,18,7428.25,CAD
100,S06,FEED-0054,2024-07-17,20,5240.73,CAD
100,S05,LUBE-0027,2024-07-17,32,4811.87,CAD
100,S05,FEED-0029,2024-07-18,21,9091.03,CAD
100,S01,FUEL-0017,2024-07-18,17,1007.36,CAD
100,S02,SEED-0071,2024-07-18,16,8101.48,CAD
100,S05,FUEL-0023,2024-07-18,18,8065.99,CAD
100,S04,HDWR-0022,2024-07-18,27,1397.44,CAD
100,S04,FEED-0003,2024-07-18,5,417.13,CAD
100,S03,HDWR-0011,2024-07-18,14,1911.41,CAD
100,S04,FEED-0033,2024-07-18,14,5118.75,CAD
100,S03,HDWR-0059,2024-07-19,11,2082.7,CAD
100,S06,HDWR-0018,2024-07-19,24,1480.21,CAD
100,S02,SEED-0020,2024-07-19,28,11951.58,CAD
100,S04,LUBE-0048,2024-07-19,18,4489.1,CAD
100,S04,FEED-0054,2024-07-19,22,6214.48,CAD
100,S02,TIRE-0021,2024-07-19,17,1409.04,CAD
100,S06,FEED-0033,2024-07-19,10,3831.49,CAD
100,S06,LUBE-0048,2024-07-19,26,5844.53,CAD
100,S04,LUBE-0050,2024-07-19,17,4606.42,CAD
100,S06,HDWR-0059,2024-07-19,8,1550.59,CAD
100,S05,FEED-0032,2024-07-20,8,1512.79,CAD
100,S01,FUEL-0015,2024-07-20,13,2152.68,CAD
100,S02,HDWR-0067,2024-07-20,23,308.34,CAD
100,S03,SEED-0055,2024-07-20,13,5447.15,CAD
100,S06,FEED-0014,2024-07-21,1,392.05,CAD
100,S02,LUBE-0001,2024-07-22,18,1110.4,CAD
100,S05,TIRE-0024,2024-07-22,25,13171.13,CAD
100,S02,TIRE-0024,2024-07-22,15,6381.95,CAD
100,S02,TIRE-0024,2024-07-22,17,8031.0,CAD
100,S03,TIRE-0009,2024-07-22,19,1931.74,CAD
100,S04,LUBE-0031,2024-07-22,6,2370.31,CAD
100,S01,LUBE-0035,2024-07-22,19,966.59,CAD
100,S06,LUBE-0048,2024-07-23,19,5392.99,CAD
100,S02,SEED-0041,2024-07-23,24,3086.42,CAD
100,S03,TIRE-0008,2024-07-23,14,5141.16,CAD
100,S05,FEED-0016,2024-07-23,14,7962.04,CAD
100,S04,LUBE-0048,2024-07-23,28,7407.7,CAD
100,S01,HDWR-0047,2024-07-23,29,6764.35,CAD
100,S05,HDWR-0030,2024-07-23,15,2379.1,CAD
100,S06,FUEL-0025,2024-07-24,11,3168.51,CAD
100,S05,HDWR-0067,2024-07-24,20,211.35,CAD
100,S03,TIRE-0012,2024-07-24,7,1218.44,CAD
100,S02,LUBE-0031,2024-07-24,24,10095.37,CAD
100,S02,SEED-0004,2024-07-24,13,5422.74,CAD
100,S04,SEED-0042,2024-07-24,16,6591.13,CAD
100,S06,TIRE-0061,2024-07-24,13,5488.95,CAD
100,S06,FUEL-0049,2024-07-24,12,1062.5,CAD
100,S04,FUEL-0072,2024-07-25,19,7830.24,CAD
100,S03,TIRE-0012,2024-07-25,13,2210.16,CAD
100,S03,SEED-0055,2024-07-25,16,7142.16,CAD
100,S02,TIRE-0076,2024-07-25,16,7161.88,CAD
100,S04,FEED-0029,2024-07-25,26,12951.53,CAD
100,S05,FUEL-0019,2024-07-25,15,5490.46,CAD
100,S03,SEED-0041,2024-07-25,6,748.39,CAD
100,S01,TIRE-0021,2024-07-26,11,891.72,CAD
100,S04,TIRE-0045,2024-07-26,16,7444.87,CAD
100,S01,FUEL-0051,2024-07-26,28,10319.2,CAD
100,S04,LUBE-0039,2024-07-26,16,6323.27,CAD
100,S02,FEED-0074,2024-07-26,9,2104.54,CAD
100,S06,SEED-0055,2024-07-27,24,8849.97,CAD
100,S02,TIRE-0061,2024-07-27,4,2118.14,CAD
100,S01,FEED-0032,2024-07-28,21,3919.36,CAD
100,S04,FUEL-0051,2024-07-28,14,5225.78,CAD
100,S05,FEED-0003,2024-07-29,8,638.42,CAD
100,S04,TIRE-0024,2024-07-29,7,3330.24,CAD
100,S02,FEED-0074,2024-07-29,17,3184.05,CAD
100,S05,TIRE-0009,2024-07-29,22,2798.77,CAD
100,S06,LUBE-0027,2024-07-29,21,2857.93,CAD
100,S01,TIRE-0024,2024-07-29,15,7379.96,CAD
100,S01,TIRE-0021,2024-07-29,20,1571.92,CAD
100,S02,LUBE-0001,2024-07-30,12,844.9,CAD
100,S02,FEED-0057,2024-07-30,7,3061.59,CAD
100,S05,FUEL-0046,2024-07-30,12,1507.14,CAD
100,S06,LUBE-0027,2024-07-30,28,3438.78,CAD
100,S02,FUEL-0025,2024-07-30,25,7547.57,CAD
100,S03,FUEL-0046,2024-07-30,15,1672.41,CAD
100,S04,HDWR-0052,2024-07-30,20,8691.48,CAD
100,S06,FEED-0033,2024-07-30,7,2611.11,CAD
100,S06,LUBE-0010,2024-07-30,22,9039.99,CAD
100,S02,FEED-0054,2024-07-31,11,3011.79,CAD
100,S02,SEED-0078,2024-07-31,26,1614.35,CAD
100,S06,FUEL-0015,2024-07-31,15,2481.07,CAD
100,S03,HDWR-0047,2024-07-31,17,4070.11,CAD
100,S02,FUEL-0019,2024-07-31,17,6427.34,CAD
100,S04,FEED-0029,2024-07-31,19,10143.14,CAD
100,S06,TIRE-0045,2024-07-31,12,5392.32,CAD
100,S01,SEED-0013,2024-07-31,13,4924.59,CAD
100,S06,FUEL-0066,2024-08-01,18,3960.88,CAD
100,S05,FUEL-0049,2024-08-01,17,1538.62,CAD
100,S06,LUBE-0048,2024-08-01,15,4137.78,CAD
100,S04,FUEL-0046,2024-08-01,21,2611.49,CAD
100,S04,LUBE-0036,2024-08-01,6,684.25,CAD
100,S03,HDWR-0030,2024-08-01,16,2644.35,CAD
100,S03,TIRE-0012,2024-08-01,12,1695.62,CAD
100,S01,HDWR-0011,2024-08-01,21,2869.58,CAD
100,S02,TIRE-0012,2024-08-01,15,2249.11,CAD
100,S04,LUBE-0002,2024-08-01,10,1418.25,CAD
100,S06,LUBE-0001,2024-08-02,18,1234.37,CAD
100,S05,HDWR-0006,2024-08-02,13,398.88,CAD
100,S01,FUEL-0023,2024-08-02,15,6542.3,CAD
100,S04,SEED-0007,2024-08-02,20,2546.91,CAD
100,S03,HDWR-0022,2024-08-02,24,1325.28,CAD
100,S06,LUBE-0001,2024-08-02,25,1814.37,CAD
100,S02,FUEL-0051,2024-08-02,32,14806.21,CAD
100,S03,LUBE-0039,2024-08-03,18,6079.48,CAD
100,S06,TIRE-0045,2024-08-03,20,8536.22,CAD
100,S04,SEED-0020,2024-08-03,23,8348.56,CAD
100,S03,FUEL-0051,2024-08-04,15,5615.59,CAD
100,S06,FEED-0057,2024-08-04,20,8340.75,CAD
100,S01,SEED-0056,2024-08-04,14,1241.3,CAD
100,S04,FUEL-0051,2024-08-05,22,9641.05,CAD
100,S01,FEED-0014,2024-08-05,12,4134.34,CAD
100,S05,TIRE-0045,2024-08-05,28,11767.32,CAD
100,S06,TIRE-0077,2024-08-05,25,4322.94,CAD
100,S02,SEED-0055,2024-08-05,18,7716.9,CAD
100,S06,LUBE-0034,2024-08-05,23,10953.61,CAD
100,S02,TIRE-0024,2024-08-06,27,13572.94,CAD
100,S01,HDWR-0030,2024-08-06,17,2432.18,CAD
100,S03,TIRE-0005,2024-08-06,34,1897.32,CAD
100,S02,FUEL-0079,2024-08-06,17,7251.3,CAD
100,S05,HDWR-0053,2024-08-06,14,2647.24,CAD
100,S04,FEED-0044,2024-08-06,27,13408.08,CAD
100,S04,FUEL-0066,2024-08-06,14,3187.96,CAD
100,S06,TIRE-0045,2024-08-06,13,6095.61,CAD
100,S01,SEED-0041,2024-08-06,18,2501.88,CAD
100,S02,SEED-0042,2024-08-06,18,7475.97,CAD
100,S05,LUBE-0036,2024-08-06,21,2409.42,CAD
100,S03,HDWR-0047,2024-08-06,20,4205.12,CAD
100,S06,SEED-0013,2024-08-07,26,11923.61,CAD
100,S03,HDWR-0043,2024-08-07,18,2953.44,CAD
100,S06,HDWR-0047,2024-08-07,19,4073.51,CAD
100,S01,LUBE-0050,2024-08-07,20,6639.21,CAD
100,S01,FEED-0016,2024-08-07,15,8034.3,CAD
100,S01,SEED-0013,2024-08-07,13,6081.62,CAD
100,S01,SEED-0020,2024-08-07,25,8997.3,CAD
100,S05,FEED-0054,2024-08-07,14,4251.0,CAD
100,S04,TIRE-0009,2024-08-07,21,2399.76,CAD
100,S03,FUEL-0017,2024-08-08,13,740.26,CAD
100,S01,TIRE-0073,2024-08-08,20,7180.11,CAD
100,S02,LUBE-0010,2024-08-08,10,3927.16,CAD
100,S04,LUBE-0050,2024-08-08,21,6726.3,CAD
100,S02,LUBE-0027,2024-08-08,27,3667.56,CAD
100,S05,LUBE-0002,2024-08-08,18,2803.63,CAD
100,S02,HDWR-0022,2024-08-08,22,1009.71,CAD
100,S03,FUEL-0019,2024-08-08,19,7091.77,CAD
100,S01,LUBE-0035,2024-08-08,14,742.04,CAD
100,S01,FUEL-0069,2024-08-08,13,5949.27,CAD
100,S03,SEED-0078,2024-08-09,10,777.94,CAD
100,S04,HDWR-0018,2024-08-09,33,2279.2,CAD
100,S03,HDWR-0038,2024-08-09,27,4986.27,CAD
100,S02,FUEL-0046,2024-08-09,17,2247.61,CAD
100,S02,LUBE-0036,2024-08-09,17,1810.66,CAD
100,S06,HDWR-0030,2024-08-09,17,3009.49,CAD
100,S04,TIRE-0012,2024-08-09,11,1598.69,CAD
100,S02,TIRE-0024,2024-08-09,21,10824.49,CAD
100,S02,TIRE-0021,2024-08-10,22,1552.77,CAD
100,S01,FUEL-0019,2024-08-10,8,2615.67,CAD
100,S06,HDWR-0059,2024-08-10,21,4544.23,CAD
100,S04,FUEL-0049,2024-08-10,30,2742.12,CAD
100,S05,FEED-0014,2024-08-11,17,6908.76,CAD
100,S02,LUBE-0026,2024-08-11,11,521.4,CAD
100,S04,TIRE-0073,2024-08-12,20,6692.08,CAD
100,S01,FEED-0003,2024-08-12,22,1879.0,CAD
100,S04,FUEL-0015,2024-08-12,27,3905.66,CAD
100,S02,FUEL-0015,2024-08-12,32,4893.83,CAD
100,S06,SEED-0020,2024-08-12,14,5286.1,CAD
100,S06,SEED-0020,2024-08-13,20,7906.44,CAD
100,S05,FUEL-0015,2024-08-13,7,1004.89,CAD
100,S02,SEED-0042,2024-08-13,22,8859.0,CAD
