snapshot_date,site_id,sku,quantity_on_hand,min_level,max_level
2024-03-31,S03,SEED-0098,71,37,125
2024-03-31,S05,SEED-0098,46,10,107
2024-03-31,S06,SEED-0098,98,40,145
2024-03-31,S01,LUBE-0099,102,30,157
2024-03-31,S02,LUBE-0099,134,33,192
2024-03-31,S03,LUBE-0099,45,9,112
2024-03-31,S05,LUBE-0099,25,13,108
2024-03-31,S01,SEED-0100,130,20,158
2024-03-31,S03,SEED-0100,9,28,101
2024-03-31,S05,SEED-0100,81,22,168
2024-03-31,S06,SEED-0100,123,35,176
2024-03-31,S01,FUEL-0101,113,37,110
2024-03-31,S02,FUEL-0101,46,6,123
2024-03-31,S03,FUEL-0101,109,39,122
2024-03-31,S04,FUEL-0101,31,32,66
2024-03-31,S06,FUEL-0101,77,18,117
2024-03-31,S01,FEED-0102,53,39,95
2024-03-31,S02,FEED-0102,64,19,63
2024-03-31,S03,FEED-0102,91,26,167
2024-03-31,S04,FEED-0102,16,40,174
2024-03-31,S05,FEED-0102,79,29,167
2024-03-31,S06,FEED-0102,11,27,135
2024-03-31,S01,HDWR-0103,55,30,64
2024-03-31,S05,HDWR-0103,56,13,142
2024-03-31,S03,FEED-0104,32,11,46
2024-03-31,S05,FEED-0104,67,8,166
2024-03-31,S01,TIRE-0105,52,19,131
2024-03-31,S05,TIRE-0105,50,26,65
2024-03-31,S06,TIRE-0105,97,31,153
2024-03-31,S01,FEED-0106,55,36,130
2024-03-31,S02,FEED-0106,54,27,96
2024-03-31,S03,FEED-0106,110,40,144
2024-03-31,S04,FEED-0106,16,8,59
2024-03-31,S05,FEED-0106,13,15,167
2024-03-31,S06,FEED-0106,13,16,116
2024-03-31,S01,HDWR-0107,45,25,96
2024-03-31,S03,HDWR-0107,65,36,131
2024-03-31,S04,HDWR-0107,14,8,74
2024-03-31,S01,SEED-0108,37,22,61
2024-03-31,S04,SEED-0108,43,10,72
2024-03-31,S06,SEED-0108,127,25,175
2024-03-31,S01,FUEL-0109,42,26,73
2024-03-31,S02,FUEL-0109,66,17,170
2024-03-31,S01,HDWR-0110,38,15,50
2024-03-31,S03,HDWR-0110,24,14,49
2024-03-31,S05,HDWR-0110,111,9,166
2024-03-31,S06,HDWR-0110,107,17,161
2024-03-31,S01,SEED-0111,78,27,105
2024-03-31,S02,SEED-0111,52,37,77
2024-03-31,S03,SEED-0111,86,35,86
2024-03-31,S04,SEED-0111,59,29,71
2024-03-31,S05,SEED-0111,41,19,64
2024-03-31,S06,SEED-0111,71,28,132
2024-03-31,S02,LUBE-0112,70,32,75
2024-03-31,S03,LUBE-0112,71,6,86
2024-03-31,S04,LUBE-0112,56,8,78
2024-03-31,S05,LUBE-0112,2,9,47
2024-03-31,S06,LUBE-0112,51,31,188
2024-03-31,S01,HDWR-0113,110,34,180
2024-03-31,S02,HDWR-0113,140,34,160
2024-03-31,S06,HDWR-0113,94,18,112
2024-03-31,S01,SEED-0114,42,21,102
2024-03-31,S02,SEED-0114,48,12,69
2024-03-31,S03,SEED-0114,74,25,150
2024-03-31,S05,SEED-0114,76,39,103
2024-03-31,S06,SEED-0114,70,10,92
2024-03-31,S01,FEED-0115,106,9,118
2024-03-31,S03,FEED-0115,49,34,69
2024-03-31,S06,FEED-0115,41,32,65
2024-03-31,S02,FEED-0116,83,12,118
2024-03-31,S04,FEED-0116,109,32,102
2024-03-31,S05,FEED-0116,113,23,115
2024-03-31,S06,FEED-0116,11,21,85
2024-03-31,S01,FUEL-0117,98,34,127
2024-03-31,S03,FUEL-0117,0,8,149
2024-03-31,S04,FUEL-0117,44,27,99
2024-03-31,S05,FUEL-0117,55,15,103
2024-03-31,S06,FUEL-0117,7,18,164
2024-03-31,S01,SEED-0118,36,12,83
2024-03-31,S03,SEED-0118,73,40,91
2024-03-31,S04,SEED-0118,122,24,145
2024-03-31,S05,SEED-0118,49,9,109
2024-03-31,S01,TIRE-0119,20,23,129
2024-03-31,S03,TIRE-0119,32,5,42
2024-03-31,S05,TIRE-0119,137,15,122
2024-03-31,S06,TIRE-0119,17,38,164
2024-03-31,S01,LUBE-0120,82,28,142
2024-03-31,S02,LUBE-0120,217,37,187
2024-03-31,S03,LUBE-0120,62,27,68
2024-03-31,S04,LUBE-0120,82,7,95
2024-03-31,S05,LUBE-0120,125,14,131
2024-03-31,S06,LUBE-0120,14,6,50
2024-04-30,S01,LUBE-0001,14,24,73
2024-04-30,S03,LUBE-0001,86,20,119
2024-04-30,S04,LUBE-0001,49,32,72
2024-04-30,S06,LUBE-0001,60,5,159
2024-04-30,S01,LUBE-0002,28,13,65
2024-04-30,S02,LUBE-0002,119,16,170
2024-04-30,S04,LUBE-0002,108,37,118
2024-04-30,S05,LUBE-0002,49,36,194
2024-04-30,S02,FEED-0003,115,8,146
2024-04-30,S03,FEED-0003,46,9,127
2024-04-30,S04,FEED-0003,56,34,92
2024-04-30,S05,FEED-0003,41,31,81
2024-04-30,S06,FEED-0003,130,31,138
2024-04-30,S01,SEED-0004,77,20,149
2024-04-30,S03,SEED-0004,63,26,150
2024-04-30,S05,SEED-0004,99,19,102
2024-04-30,S06,SEED-0004,77,31,109
2024-04-30,S01,TIRE-0005,127,9,169
2024-04-30,S03,TIRE-0005,48,30,77
2024-04-30,S05,TIRE-0005,79,33,142
2024-04-30,S06,TIRE-0005,46,29,183
2024-04-30,S01,HDWR-0006,86,37,171
2024-04-30,S02,HDWR-0006,93,10,148
2024-04-30,S04,HDWR-0006,57,21,103
2024-04-30,S05,HDWR-0006,57,16,92
2024-04-30,S06,HDWR-0006,21,32,126
2024-04-30,S04,SEED-0007,54,30,62
2024-04-30,S05,SEED-0007,122,10,168
2024-04-30,S06,SEED-0007,166,20,169
2024-04-30,S01,TIRE-0008,85,28,146
2024-04-30,S03,TIRE-0008,66,31,99
2024-04-30,S05,TIRE-0008,83,18,138
2024-04-30,S06,TIRE-0008,66,28,158
2024-04-30,S01,TIRE-0009,71,38,147
2024-04-30,S02,TIRE-0009,107,5,111
2024-04-30,S03,TIRE-0009,22,18,88
2024-04-30,S04,TIRE-0009,48,6,91
2024-04-30,S05,TIRE-0009,55,33,140
2024-04-30,S06,TIRE-0009,69,29,111
2024-04-30,S01,LUBE-0010,42,19,136
2024-04-30,S02,LUBE-0010,11,10,69
2024-04-30,S04,LUBE-0010,48,39,69
2024-04-30,S05,LUBE-0010,0,32,146
2024-04-30,S06,LUBE-0010,62,9,124
2024-04-30,S02,HDWR-0011,72,9,65
2024-04-30,S03,HDWR-0011,148,10,159
2024-04-30,S04,HDWR-0011,28,6,89
2024-04-30,S05,HDWR-0011,55,30,137
2024-04-30,S06,HDWR-0011,55,37,85
2024-04-30,S01,TIRE-0012,59,25,126
2024-04-30,S04,TIRE-0012,52,36,78
2024-04-30,S05,TIRE-0012,7,6,93
2024-04-30,S06,TIRE-0012,59,18,136
2024-04-30,S01,SEED-0013,40,17,86
2024-04-30,S02,SEED-0013,69,26,88
2024-04-30,S03,SEED-0013,59,31,176
2024-04-30,S04,SEED-0013,57,26,68
2024-04-30,S05,SEED-0013,0,8,132
2024-04-30,S06,SEED-0013,51,34,79
2024-04-30,S01,FEED-0014,90,30,144
2024-04-30,S03,FEED-0014,37,23,71
2024-04-30,S04,FEED-0014,81,37,127
2024-04-30,S05,FEED-0014,33,15,46
2024-04-30,S01,FUEL-0015,100,33,190
2024-04-30,S02,FUEL-0015,45,10,102
2024-04-30,S03,FUEL-0015,111,33,168
2024-04-30,S04,FUEL-0015,119,13,173
2024-04-30,S06,FUEL-0015,50,29,86
2024-04-30,S01,FEED-0016,63,25,123
2024-04-30,S02,FEED-0016,22,13,121
2024-04-30,S03,FEED-0016,98,21,126
2024-04-30,S04,FEED-0016,187,25,172
2024-04-30,S05,FEED-0016,176,31,162
2024-04-30,S06,FEED-0016,154,39,180
2024-04-30,S03,FUEL-0017,25,7,60
2024-04-30,S04,FUEL-0017,38,33,111
2024-04-30,S01,HDWR-0018,63,28,106
2024-04-30,S03,HDWR-0018,47,10,79
2024-04-30,S04,HDWR-0018,30,6,142
2024-04-30,S02,FUEL-0019,70,39,79
2024-04-30,S03,FUEL-0019,76,33,97
2024-04-30,S04,FUEL-0019,61,19,103
2024-04-30,S05,FUEL-0019,77,40,95
2024-04-30,S06,FUEL-0019,88,32,163
2024-04-30,S01,SEED-0020,10,32,118
2024-04-30,S03,SEED-0020,96,23,117
2024-04-30,S04,SEED-0020,88,29,151
2024-04-30,S05,SEED-0020,64,5,123
2024-04-30,S06,SEED-0020,136,25,180
2024-04-30,S01,TIRE-0021,15,31,186
2024-04-30,S02,TIRE-0021,45,25,121
2024-04-30,S03,TIRE-0021,103,9,139
2024-04-30,S05,TIRE-0021,145,26,125
2024-04-30,S06,TIRE-0021,76,36,127
2024-04-30,S01,HDWR-0022,21,8,128
2024-04-30,S02,HDWR-0022,40,8,79
2024-04-30,S04,HDWR-0022,4,13,88
2024-04-30,S01,FUEL-0023,71,37,79
2024-04-30,S02,FUEL-0023,36,25,68
2024-04-30,S03,FUEL-0023,96,29,90
2024-04-30,S04,FUEL-0023,54,34,67
2024-04-30,S05,FUEL-0023,28,8,46
2024-04-30,S06,FUEL-0023,155,38,197
2024-04-30,S01,TIRE-0024,62,19,128
2024-04-30,S02,TIRE-0024,97,23,115
2024-04-30,S04,TIRE-0024,10,7,107
2024-04-30,S01,FUEL-0025,141,29,186
2024-04-30,S03,FUEL-0025,89,27,132
2024-04-30,S05,FUEL-0025,52,21,95
2024-04-30,S01,LUBE-0026,54,7,87
2024-04-30,S02,LUBE-0026,34,24,57
2024-04-30,S03,LUBE-0026,39,9,85
2024-04-30,S05,LUBE-0026,52,7,95
2024-04-30,S06,LUBE-0026,76,33,170
2024-04-30,S01,LUBE-0027,163,29,169
2024-04-30,S02,LUBE-0027,105,38,149
2024-04-30,S03,LUBE-0027,59,9,90
2024-04-30,S06,LUBE-0027,25,35,120
2024-04-30,S01,FUEL-0028,50,23,127
2024-04-30,S06,FUEL-0028,29,18,162
2024-04-30,S01,FEED-0029,80,16,144
2024-04-30,S05,FEED-0029,52,40,90
2024-04-30,S06,FEED-0029,64,12,98
2024-04-30,S02,HDWR-0030,82,31,75
2024-04-30,S04,HDWR-0030,37,30,175
2024-04-30,S05,HDWR-0030,73,40,104
2024-04-30,S06,HDWR-0030,57,19,64
2024-04-30,S01,LUBE-0031,67,33,144
2024-04-30,S02,LUBE-0031,29,22,60
2024-04-30,S03,LUBE-0031,48,20,53
2024-04-30,S06,LUBE-0031,193,38,191
2024-04-30,S02,FEED-0032,104,35,109
2024-04-30,S03,FEED-0032,204,26,175
2024-04-30,S05,FEED-0032,111,35,131
2024-04-30,S06,FEED-0032,49,11,120
2024-04-30,S01,FEED-0033,146,27,170
2024-04-30,S02,FEED-0033,77,24,91
2024-04-30,S03,FEED-0033,35,8,66
2024-04-30,S04,FEED-0033,56,28,84
2024-04-30,S06,FEED-0033,67,35,128
2024-04-30,S01,LUBE-0034,136,39,157
2024-04-30,S03,LUBE-0034,89,7,131
2024-04-30,S05,LUBE-0034,68,39,71
2024-04-30,S06,LUBE-0034,37,18,65
2024-04-30,S01,LUBE-0035,21,19,115
2024-04-30,S03,LUBE-0035,135,37,176
2024-04-30,S05,LUBE-0035,40,24,142
2024-04-30,S06,LUBE-0035,97,39,107
2024-04-30,S02,LUBE-0036,57,28,93
2024-04-30,S05,LUBE-0036,144,26,176
2024-04-30,S06,LUBE-0036,99,13,146
2024-04-30,S01,LUBE-0037,81,17,89
2024-04-30,S02,LUBE-0037,108,14,162
2024-04-30,S03,LUBE-0037,70,29,100
2024-04-30,S04,LUBE-0037,58,37,163
2024-04-30,S05,LUBE-0037,78,35,171
2024-04-30,S06,LUBE-0037,54,16,101
2024-04-30,S01,HDWR-0038,71,27,128
2024-04-30,S02,HDWR-0038,61,33,110
2024-04-30,S03,HDWR-0038,52,17,78
2024-04-30,S04,HDWR-0038,41,14,89
2024-04-30,S06,HDWR-0038,0,16,103
2024-04-30,S02,LUBE-0039,82,5,135
2024-04-30,S03,LUBE-0039,125,11,169
2024-04-30,S04,LUBE-0039,73,26,150
2024-04-30,S05,LUBE-0039,127,25,116
2024-04-30,S01,FEED-0040,40,8,97
2024-04-30,S03,FEED-0040,84,37,105
2024-04-30,S04,FEED-0040,35,17,130
2024-04-30,S06,FEED-0040,28,39,166
2024-04-30,S01,SEED-0041,106,11,150
2024-04-30,S02,SEED-0041,21,13,66
2024-04-30,S04,SEED-0041,41,28,73
2024-04-30,S05,SEED-0041,90,39,149
2024-04-30,S06,SEED-0041,60,18,124
2024-04-30,S01,SEED-0042,79,39,113
2024-04-30,S03,SEED-0042,127,28,170
2024-04-30,S04,SEED-0042,141,23,154
2024-04-30,S05,SEED-0042,94,18,148
2024-04-30,S01,HDWR-0043,129,23,152
2024-04-30,S03,HDWR-0043,60,30,98
2024-04-30,S04,HDWR-0043,83,30,139
2024-04-30,S05,HDWR-0043,98,37,139
2024-04-30,S03,FEED-0044,21,20,115
2024-04-30,S04,FEED-0044,38,19,57
2024-04-30,S05,FEED-0044,94,11,140
2024-04-30,S06,FEED-0044,132,29,169
2024-04-30,S03,TIRE-0045,72,24,72
2024-04-30,S06,TIRE-0045,148,34,160
2024-04-30,S01,FUEL-0046,43,11,41
2024-04-30,S02,FUEL-0046,147,38,177
2024-04-30,S03,FUEL-0046,57,31,72
2024-04-30,S04,FUEL-0046,81,8,84
2024-04-30,S06,FUEL-0046,7,11,154
2024-04-30,S02,HDWR-0047,132,17,177
2024-04-30,S03,HDWR-0047,34,29,93
2024-04-30,S04,HDWR-0047,62,22,70
2024-04-30,S05,HDWR-0047,82,39,142
2024-04-30,S01,LUBE-0048,72,19,86
2024-04-30,S04,LUBE-0048,39,14,98
2024-04-30,S05,LUBE-0048,72,17,135
2024-04-30,S06,LUBE-0048,70,34,83
2024-04-30,S01,FUEL-0049,81,5,153
2024-04-30,S02,FUEL-0049,18,15,107
2024-04-30,S03,FUEL-0049,22,6,124
2024-04-30,S04,FUEL-0049,42,32,175
2024-04-30,S06,FUEL-0049,34,19,105
2024-04-30,S01,LUBE-0050,11,10,105
2024-04-30,S02,LUBE-0050,82,25,146
2024-04-30,S04,LUBE-0050,119,40,112
2024-04-30,S06,LUBE-0050,91,16,86
2024-04-30,S01,FUEL-0051,65,40,88
2024-04-30,S02,FUEL-0051,9,16,58
2024-04-30,S03,FUEL-0051,39,13,71
2024-04-30,S04,FUEL-0051,58,30,60
2024-04-30,S05,FUEL-0051,98,32,104
2024-04-30,S04,HDWR-0052,63,13,114
2024-04-30,S06,HDWR-0052,22,20,63
2024-04-30,S02,HDWR-0053,142,15,138
2024-04-30,S03,HDWR-0053,74,30,98
2024-04-30,S04,HDWR-0053,40,20,108
2024-04-30,S06,HDWR-0053,93,19,172
2024-04-30,S01,FEED-0054,84,27,122
2024-04-30,S03,FEED-0054,152,40,161
2024-04-30,S04,FEED-0054,45,6,84
2024-04-30,S05,FEED-0054,52,21,75
2024-04-30,S01,SEED-0055,45,20,82
2024-04-30,S04,SEED-0055,93,22,182
2024-04-30,S05,SEED-0055,5,11,126
2024-04-30,S03,SEED-0056,19,11,56
2024-04-30,S04,SEED-0056,73,35,129
2024-04-30,S05,SEED-0056,52,11,59
2024-04-30,S06,SEED-0056,85,36,130
2024-04-30,S03,FEED-0057,83,37,137
2024-04-30,S04,FEED-0057,54,38,169
2024-04-30,S05,FEED-0057,159,35,140
2024-04-30,S06,FEED-0057,92,29,162
2024-04-30,S02,HDWR-0058,62,8,112
2024-04-30,S03,HDWR-0058,86,35,132
2024-04-30,S06,HDWR-0058,100,18,176
2024-04-30,S01,HDWR-0059,66,27,90
2024-04-30,S02,HDWR-0059,23,23,54
2024-04-30,S04,HDWR-0059,48,28,87
2024-04-30,S05,HDWR-0059,118,26,179
2024-04-30,S06,HDWR-0059,51,28,91
2024-04-30,S01,HDWR-0060,47,40,83
2024-04-30,S03,HDWR-0060,45,32,112
2024-04-30,S04,HDWR-0060,84,14,110
2024-04-30,S05,HDWR-0060,63,40,87
2024-04-30,S06,HDWR-0060,74,22,92
2024-04-30,S01,TIRE-0061,81,37,125
2024-04-30,S03,TIRE-0061,51,27,118
2024-04-30,S04,TIRE-0061,139,13,144
2024-04-30,S05,TIRE-0061,64,17,93
2024-04-30,S06,TIRE-0061,144,40,189
2024-04-30,S01,SEED-0062,25,10,61
2024-04-30,S03,SEED-0062,58,36,143
2024-04-30,S04,SEED-0062,101,17,162
2024-04-30,S05,SEED-0062,62,7,107
2024-04-30,S01,SEED-0063,18,34,81
2024-04-30,S02,SEED-0063,131,28,157
2024-04-30,S03,SEED-0063,73,33,122
2024-04-30,S04,SEED-0063,18,11,49
2024-04-30,S02,TIRE-0064,39,39,93
2024-04-30,S03,TIRE-0064,53,38,73
2024-04-30,S04,TIRE-0064,115,25,164
2024-04-30,S05,TIRE-0064,117,22,106
2024-04-30,S06,TIRE-0064,110,11,169
2024-04-30,S01,LUBE-0065,63,37,183
2024-04-30,S02,LUBE-0065,31,32,87
2024-04-30,S03,LUBE-0065,132,37,185
2024-04-30,S01,FUEL-0066,141,26,168
2024-04-30,S02,FUEL-0066,124,31,176
2024-04-30,S05,FUEL-0066,35,15,62
2024-04-30,S06,FUEL-0066,55,14,74
2024-04-30,S01,HDWR-0067,172,39,199
2024-04-30,S02,HDWR-0067,20,15,111
2024-04-30,S04,HDWR-0067,33,6,110
2024-04-30,S06,HDWR-0067,115,40,155
2024-04-30,S01,LUBE-0068,42,8,109
2024-04-30,S03,LUBE-0068,29,18,79
2024-04-30,S04,LUBE-0068,51,36,71
2024-04-30,S05,LUBE-0068,83,12,153
2024-04-30,S01,FUEL-0069,0,11,110
2024-04-30,S02,FUEL-0069,36,5,36
2024-04-30,S04,FUEL-0069,59,31,72
2024-04-30,S06,FUEL-0069,31,12,55
2024-04-30,S01,FEED-0070,66,33,187
2024-04-30,S03,FEED-0070,49,15,90
2024-04-30,S04,FEED-0070,31,24,93
2024-04-30,S05,FEED-0070,64,18,116
2024-04-30,S06,FEED-0070,131,14,139
2024-04-30,S02,SEED-0071,84,35,114
2024-04-30,S03,SEED-0071,43,25,125
2024-04-30,S04,SEED-0071,156,28,188
2024-04-30,S05,SEED-0071,63,20,173
2024-04-30,S06,SEED-0071,82,8,120
2024-04-30,S01,FUEL-0072,67,27,71
2024-04-30,S02,FUEL-0072,141,36,183
2024-04-30,S03,FUEL-0072,45,5,62
2024-04-30,S04,FUEL-0072,35,19,54
2024-04-30,S06,FUEL-0072,63,8,49
2024-04-30,S04,TIRE-0073,76,36,185
2024-04-30,S05,TIRE-0073,79,33,91
2024-04-30,S06,TIRE-0073,149,33,182
2024-04-30,S01,FEED-0074,47,25,57
2024-04-30,S02,FEED-0074,88,23,98
2024-04-30,S03,FEED-0074,58,6,111
2024-04-30,S05,FEED-0074,132,11,165
2024-04-30,S06,FEED-0074,59,15,157
2024-04-30,S02,FEED-0075,100,24,117
2024-04-30,S03,FEED-0075,37,19,66
2024-04-30,S06,FEED-0075,62,35,97
2024-04-30,S02,TIRE-0076,78,37,107
2024-04-30,S03,TIRE-0076,42,7,89
2024-04-30,S04,TIRE-0076,69,11,122
2024-04-30,S05,TIRE-0076,41,27,65
2024-04-30,S06,TIRE-0076,50,20,115
2024-04-30,S02,TIRE-0077,91,35,122
2024-04-30,S03,TIRE-0077,91,8,148
2024-04-30,S04,TIRE-0077,134,32,165
2024-04-30,S01,SEED-0078,53,22,92
2024-04-30,S02,SEED-0078,115,12,147
2024-04-30,S04,SEED-0078,102,37,178
2024-04-30,S05,SEED-0078,35,34,67
2024-04-30,S01,FUEL-0079,124,7,122
2024-04-30,S02,FUEL-0079,51,16,75
2024-04-30,S03,FUEL-0079,176,40,168
2024-04-30,S06,FUEL-0079,58,31,89
2024-04-30,S02,FUEL-0080,118,28,185
2024-04-30,S04,FUEL-0080,118,15,140
2024-04-30,S05,FUEL-0080,81,22,126
2024-04-30,S01,FEED-0081,35,26,167
2024-04-30,S03,FEED-0081,0,14,146
2024-04-30,S05,FEED-0081,47,7,135
2024-04-30,S01,SEED-0082,72,35,179
2024-04-30,S02,SEED-0082,59,28,77
2024-04-30,S03,SEED-0082,59,21,136
2024-04-30,S05,SEED-0082,101,16,162
2024-04-30,S06,SEED-0082,34,26,61
2024-04-30,S01,HDWR-0083,96,36,174
2024-04-30,S02,HDWR-0083,49,31,83
2024-04-30,S03,HDWR-0083,37,29,78
2024-04-30,S04,HDWR-0083,171,32,147
2024-04-30,S06,HDWR-0083,106,13,109
2024-04-30,S02,TIRE-0084,16,11,41
2024-04-30,S04,TIRE-0084,24,11,83
2024-04-30,S05,TIRE-0084,70,39,138
2024-04-30,S01,FEED-0085,15,21,114
2024-04-30,S03,FEED-0085,56,12,76
2024-04-30,S04,FEED-0085,22,37,95
2024-04-30,S06,FEED-0085,57,38,72
2024-04-30,S02,TIRE-0086,112,5,119
2024-04-30,S03,TIRE-0086,34,39,99
2024-04-30,S01,TIRE-0087,25,26,64
2024-04-30,S02,TIRE-0087,45,8,124
2024-04-30,S03,TIRE-0087,122,19,136
2024-04-30,S04,TIRE-0087,47,32,71
2024-04-30,S05,TIRE-0087,69,11,101
2024-04-30,S06,TIRE-0087,92,24,161
2024-04-30,S03,HDWR-0088,140,15,119
2024-04-30,S04,HDWR-0088,22,21,87
2024-04-30,S05,HDWR-0088,1,14,132
2024-04-30,S06,HDWR-0088,24,15,58
2024-04-30,S01,TIRE-0089,143,22,182
2024-04-30,S03,TIRE-0089,23,25,74
2024-04-30,S04,TIRE-0089,48,29,60
2024-04-30,S01,LUBE-0090,76,32,156
2024-04-30,S02,LUBE-0090,82,27,183
2024-04-30,S03,LUBE-0090,10,30,150
2024-04-30,S04,LUBE-0090,67,37,91
2024-04-30,S05,LUBE-0090,60,27,71
2024-04-30,S01,FUEL-0091,61,30,134
2024-04-30,S02,FUEL-0091,67,38,166
2024-04-30,S04,FUEL-0091,67,25,103
2024-04-30,S01,LUBE-0092,46,14,113
2024-04-30,S02,LUBE-0092,100,40,195
2024-04-30,S06,LUBE-0092,100,28,150
2024-04-30,S01,HDWR-0093,143,25,156
2024-04-30,S02,HDWR-0093,107,37,118
2024-04-30,S03,HDWR-0093,31,24,63
2024-04-30,S04,HDWR-0093,52,22,88
2024-04-30,S05,HDWR-0093,10,35,155
2024-04-30,S02,HDWR-0094,53,29,154
2024-04-30,S03,HDWR-0094,16,17,92
2024-04-30,S04,HDWR-0094,166,14,161
2024-04-30,S05,HDWR-0094,49,15,80
2024-04-30,S03,FEED-0095,86,12,94
2024-04-30,S04,FEED-0095,56,27,143
2024-04-30,S05,FEED-0095,22,7,78
2024-04-30,S06,FEED-0095,40,13,47
2024-04-30,S02,SEED-0096,74,31,94
2024-04-30,S03,SEED-0096,52,28,62
2024-04-30,S04,SEED-0096,96,23,121
2024-04-30,S05,SEED-0096,54,28,112
2024-04-30,S06,SEED-0096,167,23,116
2024-04-30,S01,FEED-0097,56,6,91
2024-04-30,S02,FEED-0097,139,38,178
2024-04-30,S03,FEED-0097,150,32,181
2024-04-30,S04,FEED-0097,51,32,186
2024-04-30,S05,FEED-0097,25,21,171
2024-04-30,S06,FEED-0097,38,11,61
2024-04-30,S01,SEED-0098,85,8,113
2024-04-30,S03,SEED-0098,77,40,114
2024-04-30,S04,SEED-0098,28,10,154
2024-04-30,S05,SEED-0098,76,27,113
2024-04-30,S01,LUBE-0099,66,23,89
2024-04-30,S03,LUBE-0099,78,13,110
2024-04-30,S05,LUBE-0099,81,36,188
2024-04-30,S06,LUBE-0099,109,28,172
2024-04-30,S01,SEED-0100,79,8,80
2024-04-30,S02,SEED-0100,64,27,104
2024-04-30,S04,SEED-0100,68,23,132
2024-04-30,S05,SEED-0100,64,17,105
2024-04-30,S06,SEED-0100,48,30,185
2024-04-30,S02,FUEL-0101,46,6,109
2024-04-30,S03,FUEL-0101,61,40,133
2024-04-30,S04,FUEL-0101,152,33,184
2024-04-30,S06,FUEL-0101,39,20,95
2024-04-30,S01,FEED-0102,39,8,76
2024-04-30,S02,FEED-0102,20,25,134
2024-04-30,S03,FEED-0102,124,35,139
2024-04-30,S04,FEED-0102,20,33,178
2024-04-30,S05,FEED-0102,95,38,179
2024-04-30,S01,HDWR-0103,71,10,97
2024-04-30,S02,HDWR-0103,43,25,89
2024-04-30,S03,HDWR-0103,34,9,68
2024-04-30,S04,HDWR-0103,42,19,134
2024-04-30,S05,HDWR-0103,19,8,60
2024-04-30,S06,HDWR-0103,48,32,97
2024-04-30,S01,FEED-0104,156,17,176
2024-04-30,S02,FEED-0104,55,27,131
2024-04-30,S03,FEED-0104,39,36,184
2024-04-30,S04,FEED-0104,31,14,78
2024-04-30,S06,FEED-0104,30,12,47
2024-04-30,S02,TIRE-0105,79,31,167
2024-04-30,S03,TIRE-0105,58,30,106
2024-04-30,S01,FEED-0106,107,7,138
2024-04-30,S02,FEED-0106,169,5,165
2024-04-30,S03,FEED-0106,107,27,180
2024-04-30,S04,FEED-0106,42,22,92
2024-04-30,S05,FEED-0106,46,23,153
2024-04-30,S06,FEED-0106,75,13,119
2024-04-30,S02,HDWR-0107,55,12,158
2024-04-30,S04,HDWR-0107,53,26,72
2024-04-30,S05,HDWR-0107,81,18,108
2024-04-30,S01,SEED-0108,68,34,159
2024-04-30,S02,SEED-0108,22,18,112
2024-04-30,S03,SEED-0108,99,13,142
2024-04-30,S04,SEED-0108,30,35,147
2024-04-30,S06,SEED-0108,45,5,111
2024-04-30,S01,FUEL-0109,23,21,51
2024-04-30,S02,FUEL-0109,42,35,84
2024-04-30,S04,FUEL-0109,37,31,82
2024-04-30,S05,FUEL-0109,177,7,160
2024-04-30,S06,FUEL-0109,0,31,188
2024-04-30,S01,HDWR-0110,153,22,173
2024-04-30,S02,HDWR-0110,160,10,157
2024-04-30,S04,HDWR-0110,46,23,111
2024-04-30,S05,HDWR-0110,51,20,62
2024-04-30,S03,SEED-0111,75,28,94
2024-04-30,S04,SEED-0111,75,29,184
2024-04-30,S06,SEED-0111,60,35,88
2024-04-30,S02,LUBE-0112,25,24,172
2024-04-30,S03,LUBE-0112,89,22,158
2024-04-30,S05,LUBE-0112,0,10,106
2024-04-30,S06,LUBE-0112,68,18,151
2024-04-30,S01,HDWR-0113,51,30,105
2024-04-30,S02,HDWR-0113,65,33,148
2024-04-30,S04,HDWR-0113,81,7,118
2024-04-30,S06,HDWR-0113,124,26,156
2024-04-30,S01,SEED-0114,44,8,138
2024-04-30,S04,SEED-0114,51,8,129
2024-04-30,S06,SEED-0114,29,8,114
2024-04-30,S01,FEED-0115,91,37,94
2024-04-30,S02,FEED-0115,137,17,168
2024-04-30,S03,FEED-0115,70,20,156
2024-04-30,S04,FEED-0115,86,15,126
2024-04-30,S05,FEED-0115,58,39,169
2024-04-30,S01,FEED-0116,62,38,77
2024-04-30,S02,FEED-0116,35,16,144
2024-04-30,S05,FEED-0116,41,35,67
2024-04-30,S03,FUEL-0117,80,11,95
2024-04-30,S04,FUEL-0117,79,35,132
2024-04-30,S05,FUEL-0117,38,15,61
2024-04-30,S06,FUEL-0117,75,23,72
2024-04-30,S01,SEED-0118,50,35,86
2024-04-30,S02,SEED-0118,36,38,136
2024-04-30,S04,SEED-0118,48,28,74
2024-04-30,S05,SEED-0118,39,10,161
2024-04-30,S06,SEED-0118,64,28,144
2024-04-30,S02,TIRE-0119,61,13,125
2024-04-30,S03,TIRE-0119,104,6,147
2024-04-30,S06,TIRE-0119,107,16,103
2024-04-30,S01,LUBE-0120,37,27,93
2024-04-30,S02,LUBE-0120,61,11,136
2024-04-30,S03,LUBE-0120,93,17,136
2024-04-30,S04,LUBE-0120,41,36,106
2024-04-30,S05,LUBE-0120,98,24,181
