SiteId,ItemNumber,InvoiceDate,Quantity,LineAmount,CurrencyCode
S04,HDWR-0107,2024-04-07,20,2293.44,CAD
S04,HDWR-0067,2024-04-08,21,262.0,CAD
S04,TIRE-0061,2024-04-08,24,11630.32,CAD
S02,FEED-0106,2024-04-08,56,24938.56,CAD
S03,FUEL-0066,2024-04-08,23,6249.26,CAD
S04,HDWR-0088,2024-04-08,18,10342.07,CAD
S01,SEED-0078,2024-04-08,46,3323.99,CAD
S02,FEED-0085,2024-04-08,47,14735.41,CAD
S06,SEED-0100,2024-04-08,24,12379.42,CAD
S04,HDWR-0103,2024-04-09,19,2568.54,CAD
S05,LUBE-0090,2024-04-09,11,1154.68,CAD
S02,TIRE-0084,2024-04-09,15,6068.02,CAD
S05,FUEL-0072,2024-04-09,15,6886.9,CAD
S03,FEED-0074,2024-04-10,36,6823.82,CAD
S06,FUEL-0101,2024-04-10,21,1017.63,CAD
S03,FUEL-0101,2024-04-10,16,838.0,CAD
S06,FUEL-0079,2024-04-10,17,7926.53,CAD
S01,HDWR-0103,2024-04-10,15,2045.31,CAD
S05,HDWR-0107,2024-04-11,15,1879.51,CAD
S05,HDWR-0103,2024-04-11,31,4216.12,CAD
S03,FEED-0074,2024-04-11,26,5771.84,CAD
S02,LUBE-0090,2024-04-11,24,3070.81,CAD
S06,TIRE-0087,2024-04-12,19,10159.99,CAD
S03,TIRE-0061,2024-04-12,15,6784.67,CAD
S06,TIRE-0064,2024-04-12,14,5295.57,CAD
S03,LUBE-0112,2024-04-12,19,1116.06,CAD
S01,SEED-0118,2024-04-12,25,6388.75,CAD
S05,SEED-0098,2024-04-12,16,873.07,CAD
S04,FUEL-0109,2024-04-12,13,3424.47,CAD
S05,HDWR-0113,2024-04-12,22,9708.99,CAD
S02,FEED-0074,2024-04-12,31,5724.3,CAD
S05,SEED-0062,2024-04-13,46,18959.66,CAD
S01,FEED-0075,2024-04-13,32,9114.19,CAD
S02,HDWR-0103,2024-04-14,6,762.41,CAD
S04,HDWR-0110,2024-04-15,22,11095.04,CAD
S06,FEED-0115,2024-04-15,13,4174.99,CAD
S01,TIRE-0073,2024-04-15,9,2660.07,CAD
S06,TIRE-0061,2024-04-15,24,10049.5,CAD
S05,TIRE-0084,2024-04-15,16,6122.73,CAD
S03,SEED-0100,2024-04-15,21,10366.09,CAD
S04,FEED-0095,2024-04-15,49,2426.3,CAD
S04,HDWR-0083,2024-04-16,23,9639.64,CAD
S01,SEED-0096,2024-04-16,44,13173.86,CAD
S01,LUBE-0068,2024-04-16,25,10607.68,CAD
S03,FEED-0095,2024-04-16,27,1215.67,CAD
S03,LUBE-0120,2024-04-17,12,6635.34,CAD
S06,SEED-0096,2024-04-17,29,10425.56,CAD
S02,TIRE-0077,2024-04-17,20,3362.9,CAD
S06,LUBE-0092,2024-04-17,10,3307.38,CAD
S05,HDWR-0067,2024-04-18,21,239.78,CAD
S03,FEED-0104,2024-04-18,15,5823.46,CAD
S01,HDWR-0110,2024-04-18,20,9820.07,CAD
S04,FUEL-0080,2024-04-18,23,2987.62,CAD
S01,LUBE-0090,2024-04-18,9,1013.2,CAD
S02,SEED-0108,2024-04-18,55,17612.25,CAD
S02,TIRE-0061,2024-04-18,22,9487.45,CAD
S04,TIRE-0105,2024-04-18,19,6511.47,CAD
S01,LUBE-0099,2024-04-19,16,674.94,CAD
S05,SEED-0096,2024-04-19,24,8111.51,CAD
S06,SEED-0111,2024-04-19,35,13465.06,CAD
S06,LUBE-0120,2024-04-19,24,11839.68,CAD
S04,TIRE-0089,2024-04-20,5,1993.12,CAD
S05,SEED-0082,2024-04-21,28,1365.74,CAD
S03,HDWR-0110,2024-04-21,21,10693.81,CAD
S04,HDWR-0083,2024-04-22,13,6141.27,CAD
S01,SEED-0114,2024-04-22,47,6688.8,CAD
S01,SEED-0082,2024-04-22,20,1247.23,CAD
S03,FEED-0106,2024-04-22,51,23752.14,CAD
S02,FEED-0085,2024-04-23,39,14461.99,CAD
S05,SEED-0082,2024-04-23,20,1081.27,CAD
S03,TIRE-0089,2024-04-24,16,7409.24,CAD
S05,SEED-0114,2024-04-24,34,4611.92,CAD
S06,FEED-0116,2024-04-24,47,11733.24,CAD
S01,TIRE-0105,2024-04-24,13,4412.32,CAD
S03,LUBE-0099,2024-04-24,10,409.69,CAD
S01,LUBE-0112,2024-04-24,28,1948.19,CAD
S06,SEED-0100,2024-04-24,19,9105.17,CAD
S04,HDWR-0094,2024-04-25,29,2226.4,CAD
S04,FUEL-0101,2024-04-25,21,1008.5,CAD
S01,SEED-0096,2024-04-25,43,14182.88,CAD
S02,SEED-0098,2024-04-25,42,2023.11,CAD
S05,FEED-0095,2024-04-25,44,1828.35,CAD
S02,FUEL-0069,2024-04-26,18,8773.12,CAD
S06,LUBE-0090,2024-04-26,19,1945.14,CAD
S05,LUBE-0090,2024-04-26,17,1881.03,CAD
S06,FEED-0085,2024-04-26,32,11189.92,CAD
S03,LUBE-0065,2024-04-28,25,5230.74,CAD
S04,HDWR-0113,2024-04-28,27,9402.74,CAD
S05,TIRE-0087,2024-04-29,26,13701.28,CAD
S02,HDWR-0088,2024-04-29,10,5161.86,CAD
S02,FEED-0070,2024-04-29,36,10279.47,CAD
S02,SEED-0111,2024-04-29,41,14408.74,CAD
S05,FUEL-0091,2024-04-29,24,5987.41,CAD
S02,LUBE-0099,2024-04-29,14,612.53,CAD
S03,SEED-0098,2024-04-29,44,2078.33,CAD
S06,FEED-0115,2024-04-29,43,13787.5,CAD
S05,SEED-0098,2024-04-30,20,998.64,CAD
S06,FUEL-0079,2024-04-30,11,5396.84,CAD
S06,HDWR-0083,2024-04-30,19,8387.81,CAD
S01,FEED-0106,2024-04-30,18,8562.41,CAD
S03,FEED-0106,2024-05-01,59,25135.68,CAD
S06,FEED-0115,2024-05-01,35,10551.1,CAD
S06,FEED-0115,2024-05-01,46,15191.83,CAD
S04,HDWR-0113,2024-05-01,23,9588.73,CAD
S02,LUBE-0092,2024-05-01,21,7983.21,CAD
S06,LUBE-0068,2024-05-01,23,10674.61,CAD
S05,FUEL-0066,2024-05-02,24,5645.12,CAD
S03,FUEL-0117,2024-05-02,15,3942.94,CAD
S02,FEED-0085,2024-05-02,48,18762.22,CAD
S04,HDWR-0094,2024-05-02,16,1336.08,CAD
S05,FEED-0074,2024-05-02,50,9945.32,CAD
S06,FUEL-0079,2024-05-03,20,10131.01,CAD
S05,FUEL-0101,2024-05-03,21,1037.49,CAD
S01,LUBE-0120,2024-05-03,24,11619.23,CAD
S06,SEED-0078,2024-05-03,37,2469.51,CAD
S03,FUEL-0080,2024-05-03,27,4186.17,CAD
S05,TIRE-0064,2024-05-03,16,7164.07,CAD
S02,FEED-0095,2024-05-04,55,2662.09,CAD
S03,TIRE-0089,2024-05-04,17,6663.55,CAD
S02,HDWR-0107,2024-05-05,23,2365.83,CAD
S03,HDWR-0107,2024-05-05,25,2789.79,CAD
S01,FUEL-0069,2024-05-06,28,13665.44,CAD
S03,HDWR-0103,2024-05-06,21,2876.16,CAD
S02,SEED-0108,2024-05-06,28,10441.99,CAD
S03,SEED-0111,2024-05-06,35,13725.29,CAD
S05,HDWR-0094,2024-05-07,15,1212.26,CAD
S01,HDWR-0067,2024-05-07,10,104.75,CAD
S05,HDWR-0088,2024-05-07,22,12841.49,CAD
S03,SEED-0096,2024-05-07,71,23998.68,CAD
S03,FUEL-0091,2024-05-07,14,2973.44,CAD
S03,FEED-0115,2024-05-07,38,11437.22,CAD
S06,TIRE-0089,2024-05-08,3,1226.09,CAD
S05,FEED-0104,2024-05-08,52,18272.57,CAD
S04,TIRE-0119,2024-05-08,15,1021.55,CAD
S04,LUBE-0090,2024-05-08,16,1679.3,CAD
S03,FUEL-0079,2024-05-08,23,11675.49,CAD
S03,FUEL-0101,2024-05-08,14,668.1,CAD
S05,SEED-0078,2024-05-09,48,3672.02,CAD
S03,FEED-0102,2024-05-09,26,4048.84,CAD
S02,FUEL-0080,2024-05-09,16,2247.78,CAD
S04,FUEL-0101,2024-05-09,28,1378.91,CAD
S06,FEED-0095,2024-05-09,33,1505.2,CAD
S01,SEED-0063,2024-05-09,27,10293.66,CAD
S01,FEED-0085,2024-05-09,69,27791.6,CAD
S06,FEED-0116,2024-05-09,59,15142.15,CAD
S02,FEED-0097,2024-05-10,33,10123.55,CAD
S03,HDWR-0113,2024-05-10,14,5884.72,CAD
S04,SEED-0118,2024-05-10,71,18650.47,CAD
S03,SEED-0118,2024-05-10,65,16600.34,CAD
S04,FUEL-0066,2024-05-10,17,4533.46,CAD
S04,LUBE-0092,2024-05-10,21,7332.08,CAD
S04,FEED-0104,2024-05-11,65,27257.86,CAD
S04,LUBE-0120,2024-05-11,6,3385.39,CAD
S06,HDWR-0094,2024-05-13,4,321.69,CAD
S05,HDWR-0067,2024-05-13,24,310.91,CAD
S05,HDWR-0103,2024-05-13,17,2035.39,CAD
S01,SEED-0100,2024-05-13,48,23571.3,CAD
S04,FUEL-0066,2024-05-13,12,2800.17,CAD
S05,TIRE-0089,2024-05-13,17,7178.1,CAD
S03,HDWR-0110,2024-05-13,13,5322.57,CAD
S01,FEED-0097,2024-05-14,60,19405.75,CAD
S06,TIRE-0061,2024-05-14,20,10599.03,CAD
S04,LUBE-0068,2024-05-14,11,4561.56,CAD
S03,SEED-0082,2024-05-15,60,3767.52,CAD
S03,HDWR-0110,2024-05-15,15,6771.75,CAD
S06,TIRE-0087,2024-05-15,27,11974.97,CAD
S05,TIRE-0087,2024-05-15,19,9522.43,CAD
S01,TIRE-0087,2024-05-15,18,7640.21,CAD
S02,FEED-0085,2024-05-15,66,25391.95,CAD
S03,TIRE-0119,2024-05-16,21,1418.12,CAD
S06,TIRE-0089,2024-05-16,18,6769.45,CAD
S04,LUBE-0099,2024-05-16,15,580.01,CAD
S01,HDWR-0083,2024-05-16,27,10754.17,CAD
S02,FEED-0070,2024-05-17,18,4382.6,CAD
S04,TIRE-0105,2024-05-17,24,8698.8,CAD
S03,HDWR-0110,2024-05-17,17,7107.84,CAD
S04,LUBE-0090,2024-05-17,25,2838.17,CAD
S05,FEED-0102,2024-05-17,30,5402.76,CAD
S04,FEED-0104,2024-05-17,27,12129.13,CAD
S06,TIRE-0084,2024-05-18,1,463.69,CAD
S05,FUEL-0117,2024-05-19,9,2031.36,CAD
S06,LUBE-0090,2024-05-19,20,2068.17,CAD
S05,TIRE-0077,2024-05-19,23,3904.85,CAD
S05,FEED-0074,2024-05-20,63,14349.13,CAD
S04,FEED-0104,2024-05-20,14,5866.25,CAD
S02,TIRE-0077,2024-05-20,16,2608.34,CAD
S02,FUEL-0072,2024-05-21,25,13052.39,CAD
S05,SEED-0111,2024-05-21,89,33093.21,CAD
S02,FEED-0102,2024-05-21,31,5199.74,CAD
S04,FUEL-0117,2024-05-21,13,3749.19,CAD
S04,HDWR-0093,2024-05-21,12,5414.02,CAD
S03,TIRE-0087,2024-05-21,14,6187.51,CAD
S03,SEED-0098,2024-05-22,45,1972.01,CAD
S06,FEED-0102,2024-05-22,57,10234.53,CAD
S02,FEED-0116,2024-05-22,24,5248.17,CAD
S06,SEED-0062,2024-05-23,51,17739.54,CAD
S06,LUBE-0112,2024-05-23,7,425.95,CAD
S06,SEED-0111,2024-05-23,75,26541.7,CAD
S06,FUEL-0101,2024-05-23,15,641.05,CAD
S03,HDWR-0113,2024-05-24,17,7646.71,CAD
S03,TIRE-0087,2024-05-24,15,7934.9,CAD
S02,SEED-0096,2024-05-24,34,10516.58,CAD
S03,FEED-0115,2024-05-24,25,6522.82,CAD
S05,LUBE-0065,2024-05-24,21,4080.23,CAD
S03,FEED-0116,2024-05-24,26,6063.79,CAD
S01,FEED-0081,2024-05-25,50,22656.58,CAD
S05,HDWR-0088,2024-05-25,25,12881.54,CAD
S06,FEED-0095,2024-05-26,35,1357.0,CAD
S06,HDWR-0067,2024-05-26,19,220.21,CAD
S06,TIRE-0084,2024-05-26,19,8357.96,CAD
S06,FUEL-0091,2024-05-27,28,5686.03,CAD
S02,FEED-0074,2024-05-27,28,5417.0,CAD
S03,TIRE-0086,2024-05-27,20,2238.46,CAD
S02,TIRE-0064,2024-05-27,33,12317.98,CAD
S05,FEED-0070,2024-05-27,30,8073.54,CAD
S03,TIRE-0061,2024-05-27,29,15542.04,CAD
S05,HDWR-0103,2024-05-27,15,1996.08,CAD
S04,TIRE-0119,2024-05-28,16,999.62,CAD
S06,SEED-0078,2024-05-28,50,3789.71,CAD
S04,FUEL-0109,2024-05-28,10,2685.27,CAD
S04,LUBE-0092,2024-05-28,17,5874.06,CAD
S05,LUBE-0112,2024-05-28,24,1341.77,CAD
S04,HDWR-0094,2024-05-28,17,1258.13,CAD
S05,TIRE-0061,2024-05-29,20,10629.95,CAD
S03,SEED-0118,2024-05-29,24,6291.96,CAD
S02,FEED-0097,2024-05-29,54,16116.71,CAD
S04,HDWR-0107,2024-05-29,16,1958.9,CAD
S06,SEED-0082,2024-05-29,44,2457.36,CAD
S06,TIRE-0084,2024-05-29,23,9651.51,CAD
S06,TIRE-0089,2024-05-29,13,5012.7,CAD
S06,HDWR-0113,2024-05-30,14,5040.1,CAD
S06,HDWR-0088,2024-05-30,8,4435.19,CAD
S05,HDWR-0107,2024-05-31,24,2848.32,CAD
S01,HDWR-0103,2024-05-31,8,978.29,CAD
S01,SEED-0118,2024-05-31,49,10516.91,CAD
S01,FUEL-0101,2024-05-31,20,853.87,CAD
S04,SEED-0100,2024-05-31,43,18986.35,CAD
S06,FEED-0102,2024-05-31,38,6085.49,CAD
S01,TIRE-0086,2024-05-31,21,2221.93,CAD
S01,FUEL-0101,2024-06-01,22,1181.8,CAD
S06,LUBE-0065,2024-06-01,11,1865.3,CAD
S01,SEED-0098,2024-06-02,20,976.23,CAD
S02,LUBE-0092,2024-06-02,22,8441.21,CAD
S02,FUEL-0066,2024-06-03,1,237.03,CAD
S01,HDWR-0093,2024-06-03,25,11913.16,CAD
S04,HDWR-0088,2024-06-03,19,11355.91,CAD
S04,FEED-0115,2024-06-03,38,9784.16,CAD
S04,TIRE-0087,2024-06-03,15,7506.55,CAD
S04,FUEL-0109,2024-06-04,27,6805.61,CAD
S05,TIRE-0086,2024-06-04,5,555.8,CAD
S05,FEED-0085,2024-06-04,43,16800.96,CAD
S04,FEED-0102,2024-06-04,33,5250.9,CAD
S05,SEED-0111,2024-06-04,2,645.86,CAD
S03,FEED-0085,2024-06-05,29,11673.05,CAD
S01,SEED-0098,2024-06-05,32,1579.15,CAD
S06,SEED-0063,2024-06-05,15,5585.69,CAD
S03,LUBE-0099,2024-06-05,14,557.94,CAD
S05,FEED-0095,2024-06-05,34,1320.51,CAD
S06,FEED-0115,2024-06-05,26,7406.66,CAD
S02,FEED-0085,2024-06-05,29,10819.53,CAD
S06,FUEL-0117,2024-06-05,28,6359.22,CAD
S05,TIRE-0073,2024-06-06,22,7806.35,CAD
S06,FEED-0104,2024-06-06,20,7655.4,CAD
S01,FUEL-0109,2024-06-06,22,4912.41,CAD
S05,TIRE-0073,2024-06-06,13,4733.64,CAD
S05,FUEL-0080,2024-06-07,16,2189.59,CAD
S02,TIRE-0064,2024-06-07,11,4740.34,CAD
S04,LUBE-0099,2024-06-07,14,657.8,CAD
S06,HDWR-0094,2024-06-07,22,1637.32,CAD
S03,SEED-0098,2024-06-07,35,1863.93,CAD
S01,FUEL-0117,2024-06-07,12,3213.06,CAD
S04,FUEL-0109,2024-06-07,17,3654.36,CAD
S05,HDWR-0088,2024-06-07,23,11233.51,CAD
S03,HDWR-0103,2024-06-08,15,2060.53,CAD
S04,HDWR-0093,2024-06-08,14,7429.85,CAD
S01,SEED-0114,2024-06-09,11,1729.35,CAD
S01,LUBE-0065,2024-06-09,4,866.31,CAD
S06,FEED-0075,2024-06-10,42,12186.94,CAD
S05,SEED-0111,2024-06-10,41,16054.4,CAD
S05,HDWR-0083,2024-06-10,29,14050.57,CAD
S02,TIRE-0086,2024-06-10,17,1744.92,CAD
S03,LUBE-0090,2024-06-10,24,3151.67,CAD
S01,HDWR-0088,2024-06-10,12,6222.14,CAD
S03,SEED-0118,2024-06-11,20,5307.0,CAD
S04,LUBE-0092,2024-06-11,19,7521.65,CAD
S01,TIRE-0105,2024-06-11,22,7030.75,CAD
S05,TIRE-0105,2024-06-11,17,4713.49,CAD
S04,FEED-0081,2024-06-11,30,14023.18,CAD
S03,FEED-0081,2024-06-11,22,10029.08,CAD
S06,HDWR-0107,2024-06-11,25,3014.38,CAD
S05,FUEL-0109,2024-06-12,13,2930.16,CAD
S04,HDWR-0113,2024-06-12,13,5846.67,CAD
S05,SEED-0114,2024-06-12,33,5293.49,CAD
S05,HDWR-0083,2024-06-12,34,15747.12,CAD
S01,FUEL-0117,2024-06-12,22,5996.53,CAD
S01,TIRE-0073,2024-06-12,21,6116.95,CAD
S04,LUBE-0099,2024-06-12,21,813.5,CAD
S03,TIRE-0105,2024-06-12,16,4581.61,CAD
S02,HDWR-0110,2024-06-12,25,12154.53,CAD
S03,FEED-0106,2024-06-13,27,10598.07,CAD
S02,FEED-0102,2024-06-13,21,2913.31,CAD
S06,HDWR-0088,2024-06-13,7,3645.68,CAD
S02,HDWR-0088,2024-06-13,22,12276.99,CAD
S04,FUEL-0091,2024-06-13,17,3382.63,CAD
S05,HDWR-0103,2024-06-13,5,662.07,CAD
S01,FEED-0104,2024-06-13,42,16157.79,CAD
S05,FEED-0115,2024-06-13,35,9464.87,CAD
S03,HDWR-0107,2024-06-14,17,1795.7,CAD
S03,HDWR-0113,2024-06-14,2,825.9,CAD
S03,SEED-0098,2024-06-14,16,702.92,CAD
S04,FEED-0095,2024-06-14,27,1294.85,CAD
S04,TIRE-0119,2024-06-14,24,1595.51,CAD
S04,SEED-0063,2024-06-14,31,11618.46,CAD
S02,SEED-0111,2024-06-14,32,13084.5,CAD
S03,FEED-0106,2024-06-15,13,5152.42,CAD
S06,HDWR-0088,2024-06-15,22,12969.78,CAD
S06,HDWR-0094,2024-06-16,3,251.04,CAD
S05,HDWR-0103,2024-06-17,27,3661.26,CAD
S01,SEED-0096,2024-06-17,14,4042.75,CAD
S04,LUBE-0099,2024-06-17,29,1102.68,CAD
S04,SEED-0100,2024-06-17,40,18633.54,CAD
S06,FEED-0097,2024-06-17,34,11992.44,CAD
S03,FEED-0095,2024-06-17,36,1788.87,CAD
S05,TIRE-0073,2024-06-17,7,2558.89,CAD
S06,HDWR-0088,2024-06-17,24,11438.05,CAD
S04,FUEL-0117,2024-06-18,11,2683.0,CAD
S03,TIRE-0105,2024-06-18,12,4113.04,CAD
S02,SEED-0118,2024-06-18,33,7521.32,CAD
S06,TIRE-0087,2024-06-19,18,9015.02,CAD
S03,HDWR-0103,2024-06-19,21,2403.14,CAD
S01,TIRE-0105,2024-06-19,19,6390.43,CAD
S06,FEED-0095,2024-06-19,16,619.98,CAD
S05,FUEL-0066,2024-06-20,15,4058.15,CAD
S04,HDWR-0083,2024-06-20,13,6443.83,CAD
S02,HDWR-0093,2024-06-20,10,4932.73,CAD
S06,TIRE-0076,2024-06-20,19,9119.44,CAD
S06,SEED-0108,2024-06-20,25,8564.03,CAD
S04,LUBE-0092,2024-06-20,14,5657.68,CAD
S06,HDWR-0107,2024-06-20,14,1561.33,CAD
S02,FUEL-0109,2024-06-20,12,2943.22,CAD
S05,LUBE-0099,2024-06-21,17,750.48,CAD
S05,FUEL-0066,2024-06-21,21,5348.14,CAD
S04,TIRE-0119,2024-06-21,23,1547.74,CAD
S01,HDWR-0110,2024-06-21,18,7584.79,CAD
S01,FEED-0081,2024-06-21,25,13250.68,CAD
S03,FUEL-0117,2024-06-22,21,5333.97,CAD
S03,HDWR-0083,2024-06-22,16,7850.48,CAD
S04,LUBE-0092,2024-06-23,11,3562.79,CAD
S05,FEED-0097,2024-06-23,41,13059.1,CAD
S02,LUBE-0099,2024-06-24,11,402.18,CAD
S06,TIRE-0119,2024-06-24,20,1135.35,CAD
S01,FEED-0074,2024-06-24,59,13458.62,CAD
S06,HDWR-0088,2024-06-24,12,6747.95,CAD
S03,FUEL-0117,2024-06-24,16,3567.95,CAD
S02,HDWR-0083,2024-06-24,15,7432.29,CAD
S05,FUEL-0080,2024-06-24,11,1688.82,CAD
S02,HDWR-0113,2024-06-24,16,6443.13,CAD
S02,SEED-0082,2024-06-25,41,2002.84,CAD
S05,SEED-0114,2024-06-25,21,3244.21,CAD
S04,HDWR-0093,2024-06-25,15,8379.13,CAD
S01,TIRE-0084,2024-06-25,9,3266.55,CAD
S05,FEED-0075,2024-06-25,22,6886.09,CAD
S06,TIRE-0086,2024-06-25,14,1336.87,CAD
S02,FEED-0095,2024-06-25,26,1035.01,CAD
S04,LUBE-0092,2024-06-26,15,4825.26,CAD
S05,FUEL-0091,2024-06-26,20,4125.23,CAD
S01,TIRE-0061,2024-06-26,15,7554.18,CAD
S02,FEED-0102,2024-06-26,28,4024.66,CAD
S06,TIRE-0105,2024-06-26,22,6996.66,CAD
S03,FEED-0074,2024-06-27,47,10081.57,CAD
S04,FUEL-0101,2024-06-27,6,298.57,CAD
S02,SEED-0098,2024-06-27,31,1503.16,CAD
S04,TIRE-0086,2024-06-27,24,2527.11,CAD
S01,HDWR-0083,2024-06-27,25,11409.53,CAD
S06,FEED-0102,2024-06-27,15,2266.55,CAD
S01,HDWR-0083,2024-06-27,16,8061.77,CAD
S05,FEED-0070,2024-06-27,25,7561.19,CAD
S02,HDWR-0067,2024-06-27,18,189.42,CAD
S05,SEED-0111,2024-06-28,25,8286.55,CAD
S06,TIRE-0076,2024-06-29,20,8938.23,CAD
S02,TIRE-0084,2024-06-29,15,5581.72,CAD
S05,SEED-0082,2024-06-29,39,2014.57,CAD
S04,SEED-0118,2024-06-30,27,7022.42,CAD
S05,SEED-0108,2024-07-01,15,5501.7,CAD
S01,LUBE-0090,2024-07-01,23,3092.33,CAD
S04,HDWR-0113,2024-07-01,8,2946.9,CAD
S03,LUBE-0065,2024-07-01,30,5994.12,CAD
S04,FUEL-0091,2024-07-01,6,1260.05,CAD
S03,FEED-0085,2024-07-01,12,4485.49,CAD
S01,TIRE-0119,2024-07-01,17,923.23,CAD
S06,LUBE-0090,2024-07-01,11,1148.72,CAD
S06,HDWR-0113,2024-07-01,18,7509.59,CAD
S04,TIRE-0105,2024-07-01,9,3131.55,CAD
S02,LUBE-0120,2024-07-02,13,6149.69,CAD
S02,LUBE-0092,2024-07-02,23,7638.18,CAD
S03,TIRE-0064,2024-07-02,25,10897.01,CAD
S04,SEED-0082,2024-07-02,20,1125.64,CAD
S05,FEED-0095,2024-07-02,12,488.14,CAD
S05,LUBE-0120,2024-07-02,26,15085.06,CAD
S04,SEED-0114,2024-07-03,8,990.25,CAD
S01,FEED-0104,2024-07-03,20,8374.16,CAD
S03,FEED-0081,2024-07-03,18,8588.61,CAD
S02,HDWR-0067,2024-07-04,29,363.78,CAD
S04,FEED-0081,2024-07-04,12,5894.02,CAD
S01,TIRE-0089,2024-07-04,14,6263.56,CAD
S06,FUEL-0101,2024-07-04,12,574.41,CAD
S02,SEED-0100,2024-07-05,19,9002.0,CAD
S06,FEED-0085,2024-07-05,19,7522.46,CAD
S04,TIRE-0086,2024-07-05,11,1145.87,CAD
S02,TIRE-0064,2024-07-05,26,11974.24,CAD
S02,TIRE-0089,2024-07-06,13,5365.21,CAD
S03,LUBE-0099,2024-07-06,19,864.62,CAD
S01,FUEL-0072,2024-07-06,22,10515.44,CAD
S02,SEED-0082,2024-07-08,25,1440.95,CAD
S05,HDWR-0110,2024-07-08,12,5353.29,CAD
S04,SEED-0114,2024-07-08,16,2278.7,CAD
S05,FEED-0085,2024-07-08,18,5758.8,CAD
S05,SEED-0118,2024-07-09,13,3572.82,CAD
S01,HDWR-0083,2024-07-09,21,8351.66,CAD
S06,TIRE-0105,2024-07-10,23,8039.38,CAD
S06,LUBE-0092,2024-07-10,15,5441.34,CAD
S06,FEED-0097,2024-07-10,25,9242.11,CAD
S06,HDWR-0093,2024-07-10,19,9577.74,CAD
S01,FEED-0102,2024-07-10,14,2400.78,CAD
S04,LUBE-0090,2024-07-10,22,2389.87,CAD
S06,FEED-0104,2024-07-11,19,7389.46,CAD
S04,HDWR-0088,2024-07-11,12,6783.22,CAD
S05,TIRE-0089,2024-07-11,15,6340.29,CAD
S04,SEED-0111,2024-07-11,9,3783.59,CAD
S03,SEED-0082,2024-07-11,18,1027.83,CAD
S04,FUEL-0117,2024-07-11,19,4757.49,CAD
S02,FEED-0116,2024-07-12,14,2970.0,CAD
S05,SEED-0078,2024-07-12,20,1577.37,CAD
S06,SEED-0108,2024-07-12,4,1571.06,CAD
S01,SEED-0118,2024-07-13,24,6271.87,CAD
S02,HDWR-0093,2024-07-13,24,12670.23,CAD
S02,HDWR-0110,2024-07-14,17,7184.06,CAD
S02,SEED-0118,2024-07-14,16,3774.08,CAD
S04,SEED-0096,2024-07-15,13,4288.17,CAD
S01,SEED-0098,2024-07-15,14,711.25,CAD
S05,TIRE-0087,2024-07-15,21,9242.67,CAD
S01,LUBE-0090,2024-07-15,24,2945.86,CAD
S06,LUBE-0092,2024-07-15,7,2785.2,CAD
S04,LUBE-0099,2024-07-15,20,900.8,CAD
S02,TIRE-0119,2024-07-15,14,780.24,CAD
S03,TIRE-0105,2024-07-16,22,7309.87,CAD
S05,FUEL-0069,2024-07-16,26,14186.37,CAD
S04,LUBE-0090,2024-07-16,33,4090.37,CAD
S06,LUBE-0099,2024-07-16,20,899.55,CAD
S03,TIRE-0089,2024-07-16,21,9866.77,CAD
S04,TIRE-0086,2024-07-17,19,2092.25,CAD
S02,FEED-0095,2024-07-17,6,232.02,CAD
S05,HDWR-0093,2024-07-17,24,13411.84,CAD
S01,FUEL-0101,2024-07-17,15,729.4,CAD
S03,HDWR-0094,2024-07-17,7,503.51,CAD
S06,HDWR-0103,2024-07-17,23,3034.93,CAD
S01,FEED-0081,2024-07-18,10,4227.1,CAD
S01,SEED-0063,2024-07-18,18,7680.28,CAD
S02,HDWR-0093,2024-07-18,20,9149.25,CAD
S02,SEED-0082,2024-07-18,21,1107.15,CAD
S04,FUEL-0101,2024-07-18,34,1597.48,CAD
S05,LUBE-0065,2024-07-18,16,3354.25,CAD
S05,HDWR-0083,2024-07-19,16,6309.29,CAD
S01,SEED-0114,2024-07-19,19,3054.58,CAD
S03,TIRE-0105,2024-07-19,12,3967.07,CAD
S01,TIRE-0087,2024-07-19,14,6245.42,CAD
S04,SEED-0118,2024-07-20,9,2477.26,CAD
S04,SEED-0114,2024-07-21,9,1323.07,CAD
S04,HDWR-0094,2024-07-21,18,1492.17,CAD
S03,HDWR-0103,2024-07-21,20,2301.68,CAD
S04,SEED-0096,2024-07-21,11,3777.75,CAD
S04,LUBE-0090,2024-07-22,17,2022.11,CAD
S03,TIRE-0084,2024-07-22,17,6901.61,CAD
S02,FUEL-0091,2024-07-22,13,2669.6,CAD
S05,FEED-0081,2024-07-22,29,12430.66,CAD
S02,SEED-0082,2024-07-22,18,907.7,CAD
S01,FEED-0102,2024-07-22,22,3031.13,CAD
S05,SEED-0078,2024-07-22,20,1595.96,CAD
S04,LUBE-0120,2024-07-23,11,5884.46,CAD
S01,FEED-0104,2024-07-23,28,10836.24,CAD
S02,HDWR-0107,2024-07-23,18,1757.22,CAD
S04,FEED-0085,2024-07-23,6,1882.28,CAD
S03,SEED-0082,2024-07-23,15,731.16,CAD
S05,FEED-0095,2024-07-23,17,852.18,CAD
S04,LUBE-0120,2024-07-23,11,6810.9,CAD
S06,HDWR-0110,2024-07-24,27,12043.76,CAD
S04,SEED-0071,2024-07-24,19,8092.42,CAD
S06,FEED-0097,2024-07-24,15,5550.79,CAD
S06,FUEL-0069,2024-07-24,17,9505.45,CAD
